Rank,AVG Min Temp,City,State,Population
14262,43.97 F,Amelia Court House, VA,825
30345,35.84 F,Amenia, NY,"1,222"
36282,30.12 F,Amenia, ND,125
10616,46.34 F,American Canyon, CA,"20,089"
33337,33.93 F,American Falls, ID,"4,398"
19812,41.34 F,American Fork, UT,"27,366"
4929,51.90 F,Americus, GA,"16,557"
15373,43.37 F,Americus, KS,822
20865,40.92 F,Americus, IN,535
34308,32.84 F,Amery, WI,"2,890"
2169,56.86 F,Ames, TX,"1,195"
10599,46.35 F,Ames, OK,254
25774,38.49 F,Ames, NE,75
28329,37.06 F,Ames, IA,"61,276"
30989,35.41 F,Ames, NY,176
14486,43.86 F,Ames Lake, WA,"1,231"
29176,36.60 F,Amesbury, MA,"12,225"
30294,35.89 F,Amesbury Town, MA,"16,554"
9910,47.04 F,Amesti, CA,"3,213"
23597,39.79 F,Amesville, OH,153
15757,43.23 F,Amherst, VA,"2,643"
18506,41.95 F,Amherst, TX,949
19374,41.55 F,Amherst, OH,"12,080"
29783,36.21 F,Amherst, NE,240
30314,35.87 F,Amherst, CO,35
31926,34.84 F,Amherst, NH,490
32035,34.77 F,Amherst, MA,0
33114,34.10 F,Amherst, WI,"1,180"
35404,31.28 F,Amherst, SD,0
32058,34.76 F,Amherst Center, MA,"19,543"
33057,34.13 F,Amherst Junction, WI,391
16063,43.08 F,Amherstdale, WV,201
35634,31.00 F,Amidon, ND,32
19348,41.55 F,Amigo, WV,0
18635,41.89 F,Amissville, VA,0
25424,38.68 F,Amistad, NM,0
2236,56.61 F,Amistad Acres, TX,14
3031,54.75 F,Amite, LA,0
3030,54.75 F,Amite City, LA,"4,234"
8067,48.79 F,Amity, AR,774
17631,42.34 F,Amity, OR,"1,568"
18959,41.75 F,Amity, PA,0
19847,41.32 F,Amity, MO,24
20673,40.98 F,Amity Gardens, PA,"3,290"
13122,44.61 F,Amityville, NY,"9,551"
21807,40.57 F,Amlin, OH,0
20509,41.04 F,Amma, WV,0
11023,46.02 F,Ammon, VA,0
36191,30.24 F,Ammon, ID,"14,257"
18876,41.79 F,Amo, IN,495
19074,41.69 F,Amonate, VA,0
12939,44.71 F,Amoret, MO,195
11583,45.56 F,Amorita, OK,1
5928,50.64 F,Amory, MS,"7,197"
13136,44.60 F,Amsterdam, MO,237
23184,39.99 F,Amsterdam, OH,538
31672,35.00 F,Amsterdam, NY,"18,348"
35201,31.54 F,Amsterdam, MT,207
24418,39.34 F,Amston, CT,0
17977,42.16 F,Anabel, MO,0
3225,54.44 F,Anacoco, LA,"1,077"
37310,27.57 F,Anaconda, MT,0
37306,27.58 F,Anaconda-Deer Lodge County, MT,"9,243"
15534,43.31 F,Anacortes, WA,"15,965"
609,63.01 F,Anacua, TX,12
8914,47.95 F,Anadarko, OK,"6,786"
3626,53.82 F,Anaheim, CA,"342,973"
227,65.30 F,Anahola, HI,"2,122"
1530,59.16 F,Anahuac, TX,"2,110"
38002,7.22 F,Anaktuvuk Pass, AK,233
29875,36.16 F,Analomink, PA,0
36974,28.59 F,Anamoose, ND,265
29019,36.69 F,Anamosa, IA,"5,526"
28166,37.13 F,Anatone, WA,0
18845,41.80 F,Anawalt, WV,212
21802,40.57 F,Anchor, IL,130
13405,44.46 F,Anchor Bay, CA,254
36123,30.31 F,Anchor Point, AK,"2,189"
14098,44.06 F,Anchorage, KY,"2,154"
37360,27.40 F,Anchorage, AK,"298,178"
25174,38.83 F,Anchorville, MI,0
21035,40.86 F,Ancient Oaks, PA,"7,312"
23109,40.02 F,Ancona, IL,0
29858,36.17 F,Ancram, NY,0
29847,36.17 F,Ancramdale, NY,0
13374,44.47 F,Andale, KS,879
4556,52.43 F,Andalusia, AL,"9,048"
22824,40.16 F,Andalusia, IL,"1,471"
2107,56.98 F,Anderson, TX,247
7323,49.35 F,Anderson, SC,"26,798"
9846,47.09 F,Anderson, AL,322
10989,46.04 F,Anderson, MO,"2,508"
11564,45.57 F,Anderson, CA,"10,066"
21597,40.65 F,Anderson, IN,"55,789"
22435,40.34 F,Anderson, IA,12
25512,38.65 F,Anderson, NJ,252
31843,34.89 F,Anderson, SD,229
37918,17.13 F,Anderson, AK,257
16750,42.78 F,Anderson Island, WA,877
5380,51.39 F,Andersonville, GA,232
14845,43.66 F,Andersonville, TN,238
19088,41.69 F,Andersonville, OH,886
32584,34.43 F,Andes, NY,219
12096,45.22 F,Andover, KS,"12,113"
17397,42.45 F,Andover, VA,0
20421,41.08 F,Andover, IL,582
26122,38.30 F,Andover, NJ,677
26207,38.26 F,Andover, CT,0
27174,37.71 F,Andover, OH,"1,029"
27944,37.25 F,Andover, IA,101
28337,37.06 F,Andover, MA,"8,953"
32123,34.72 F,Andover, NY,860
33933,33.25 F,Andover, MN,"31,271"
34357,32.78 F,Andover, NH,0
34708,32.25 F,Andover, SD,87
37006,28.49 F,Andover, ME,0
26565,38.08 F,Andreas, PA,0
27795,37.33 F,Andrew, IA,399
2265,56.52 F,Andrews, FL,"1,198"
5120,51.69 F,Andrews, SC,"2,839"
8376,48.49 F,Andrews, TX,"12,160"
11319,45.77 F,Andrews, MD,"3,356"
11826,45.39 F,Andrews, NC,"1,959"
22810,40.16 F,Andrews, IN,"1,099"
11323,45.77 F,Andrews Air Force Base, MD,0
2273,56.51 F,Anegam, AZ,77
36756,29.20 F,Aneta, ND,278
26437,38.15 F,Aneth, UT,426
37536,26.49 F,Angel Fire, NM,"1,161"
35207,31.53 F,Angela, MT,0
32301,34.62 F,Angelica, NY,894
34187,32.96 F,Angelica, WI,87
10397,46.57 F,Angels, CA,"3,782"
10571,46.39 F,Angels Camp, CA,0
9513,47.37 F,Angelus Oaks, CA,0
3375,54.18 F,Angie, LA,251
7843,48.98 F,Angier, NC,"4,760"
37297,27.61 F,Angle Inlet, MN,25
1399,59.75 F,Angleton, TX,"19,034"
2616,55.51 F,Angola, LA,0
23417,39.89 F,Angola, NY,"1,813"
24980,38.98 F,Angola, IN,"8,610"
23421,39.89 F,Angola On The Lake, NY,"1,720"
26019,38.35 F,Angoon, AK,416
33210,34.04 F,Angora, NE,0
37610,25.96 F,Angora, MN,0
4122,53.05 F,Anguilla, MS,566
3731,53.65 F,Angus, TX,379
11212,45.85 F,Angwin, CA,"3,583"
37828,21.61 F,Aniak, AK,519
12510,44.98 F,Animas, NM,148
26292,38.22 F,Anita, IA,927
29245,36.56 F,Anita, PA,0
35796,30.76 F,Aniwa, WI,242
26812,37.95 F,Ankeny, IA,"49,488"
21647,40.64 F,Anmoore, WV,866
25977,38.38 F,Ann Arbor, MI,"115,985"
4469,52.55 F,Anna, TX,"9,108"
11624,45.52 F,Anna, IL,"4,385"
19779,41.36 F,Anna, OH,"1,444"
673,62.88 F,Anna Maria, FL,"1,219"
31938,34.84 F,Annabella, UT,894
16283,42.98 F,Annada, MO,52
13331,44.49 F,Annandale, VA,"43,479"
22856,40.14 F,Annandale, NJ,"1,404"
33687,33.54 F,Annandale, MN,"3,281"
31538,35.08 F,Annandale On Hudson, NY,0
11961,45.31 F,Annapolis, MD,"38,599"
13521,44.39 F,Annapolis, CA,0
15071,43.53 F,Annapolis, IL,55
16093,43.07 F,Annapolis, MO,420
13293,44.52 F,Annapolis Junction, MD,0
11968,45.31 F,Annapolis Neck, MD,"11,266"
22554,40.29 F,Annawan, IL,930
4634,52.33 F,Annemanie, AL,0
3746,53.63 F,Annetta, TX,"1,509"
3750,53.61 F,Annetta North, TX,415
3307,54.29 F,Annetta South, TX,537
28106,37.16 F,Annex, OR,317
7612,49.13 F,Anniston, AL,"22,749"
9818,47.12 F,Anniston, MO,219
5128,51.68 F,Annona, TX,348
12953,44.70 F,Annville, KY,766
19179,41.63 F,Annville, PA,"4,826"
29417,36.44 F,Anoka, NE,15
33648,33.60 F,Anoka, MN,"17,202"
31807,34.91 F,Anselmo, NE,147
31587,35.05 F,Ansley, NE,398
5937,50.63 F,Anson, TX,"2,069"
36542,29.64 F,Anson, ME,734
20847,40.93 F,Ansonia, OH,962
25451,38.67 F,Ansonia, CT,"19,128"
8920,47.94 F,Ansonville, NC,650
16090,43.07 F,Ansted, WV,"1,593"
2583,55.59 F,Antares, AZ,127
7197,49.46 F,Antelope, CA,"47,798"
28541,36.95 F,Antelope, OR,8
31704,34.97 F,Antelope, SD,"1,211"
37107,28.22 F,Antelope, MT,23
35642,30.98 F,Antelope Hills, WY,97
35531,31.13 F,Antelope Valley-Crestview, WY,"1,762"
28304,37.07 F,Antes Fort, PA,0
6551,50.02 F,Anthem, AZ,"23,995"
27767,37.34 F,Anthon, IA,713
1855,57.53 F,Anthony, FL,0
10102,46.84 F,Anthony, TX,"5,218"
11534,45.61 F,Anthony, NM,"9,462"
13288,44.52 F,Anthony, KS,"2,340"
5927,50.64 F,Anthonyville, AR,216
17283,42.50 F,Antietam, MD,115
36243,30.17 F,Antigo, WI,"8,075"
35114,31.68 F,Antimony, UT,141
8860,48.01 F,Antioch, CA,"105,630"
10109,46.84 F,Antioch, TN,0
22492,40.32 F,Antioch, OH,119
27003,37.83 F,Antioch, IL,"14,395"
37093,28.25 F,Antler, ND,9
5828,50.82 F,Antlers, OK,"2,437"
7642,49.11 F,Antoine, AR,144
16397,42.93 F,Anton, TX,"1,280"
32063,34.76 F,Anton, CO,0
30330,35.85 F,Anton Chico, NM,55
37705,24.31 F,Antonito, CO,774
7195,49.46 F,Antreville, SC,120
32358,34.57 F,Antrim, NH,"1,384"
24375,39.36 F,Antwerp, OH,"1,583"
32067,34.76 F,Antwerp, NY,540
37842,21.08 F,Anvik, AK,86
10091,46.86 F,Anza, CA,"2,356"
32746,34.34 F,Anzac Village, NM,140
8958,47.91 F,Apache, OK,"1,315"
36660,29.40 F,Apache Creek, NM,63
2035,57.11 F,Apache Junction, AZ,"36,965"
2461,55.92 F,Apalachicola, FL,"2,129"
30232,35.93 F,Apalachin, NY,"1,448"
8626,48.26 F,Apex, NC,"40,631"
9329,47.54 F,Apison, TN,"2,617"
29194,36.59 F,Aplington, IA,"1,104"
25513,38.65 F,Apollo, PA,"1,534"
645,62.95 F,Apollo Beach, FL,"15,648"
1058,60.96 F,Apopka, FL,"44,462"
17239,42.52 F,Appalachia, VA,"1,732"
29222,36.57 F,Apple Canyon Lake, IL,382
24616,39.24 F,Apple Creek, OH,"1,168"
17536,42.38 F,Apple Grove, WV,183
20042,41.21 F,Apple Mountain Lake, VA,"1,509"
29295,36.53 F,Apple River, IL,485
3068,54.70 F,Apple Springs, TX,0
11106,45.95 F,Apple Valley, CA,"70,561"
20149,41.17 F,Apple Valley, UT,977
24869,39.06 F,Apple Valley, OH,"5,465"
28731,36.84 F,Apple Valley, MN,"49,911"
3326,54.26 F,Appleby, TX,577
13238,44.54 F,Applegate, CA,0
28246,37.10 F,Applegate, MI,314
24485,39.32 F,Appleton, NY,0
27909,37.26 F,Appleton, WA,0
32465,34.50 F,Appleton, WI,"72,861"
33886,33.29 F,Appleton, MN,"1,510"
13904,44.18 F,Appleton City, MO,"1,334"
27209,37.69 F,Applewold, PA,307
33642,33.61 F,Applewood, CO,"7,467"
7278,49.39 F,Appling, GA,594
14564,43.81 F,Appomattox, VA,"2,132"
10999,46.03 F,Aptos, CA,"5,872"
9614,47.28 F,Aptos Hills-Larkin Valley, CA,"1,808"
27230,37.67 F,Apulia Station, NY,0
8923,47.94 F,Aquadale, NC,353
11533,45.61 F,Aquasco, MD,758
29111,36.65 F,Aquashicola, PA,0
15533,43.31 F,Aquebogue, NY,"2,012"
14188,44.01 F,Aquia Harbour, VA,"6,544"
3384,54.16 F,Aquilla, TX,77
20413,41.08 F,Aquilla, OH,336
8349,48.52 F,Arab, AL,"8,241"
1547,59.02 F,Arabi, LA,"4,521"
3925,53.32 F,Arabi, GA,517
8944,47.92 F,Aragon, GA,"1,164"
36413,29.95 F,Aragon, NM,13
1070,60.92 F,Aransas Pass, TX,"8,287"
10225,46.72 F,Arapaho, OK,483
4853,52.00 F,Arapahoe, NC,494
28097,37.17 F,Arapahoe, NE,908
30486,35.74 F,Arapahoe, CO,0
36213,30.21 F,Arapahoe, WY,"1,398"
17165,42.56 F,Ararat, NC,0
18444,41.98 F,Ararat, VA,0
19904,41.29 F,Arbela, MO,22
37534,26.52 F,Arboles, CO,263
33514,33.75 F,Arbon, ID,0
34469,32.61 F,Arbon Valley, ID,730
29442,36.43 F,Arbovale, WV,210
11299,45.78 F,Arbuckle, CA,"3,009"
16006,43.11 F,Arbutus, MD,"21,404"
8618,48.27 F,Arbyrd, MO,533
9008,47.84 F,Arcade, GA,"1,506"
29832,36.18 F,Arcade, NY,"2,187"
963,61.57 F,Arcadia, FL,"7,647"
3603,53.86 F,Arcadia, CA,"57,251"
4438,52.60 F,Arcadia, LA,"2,939"
8457,48.42 F,Arcadia, OK,145
11638,45.51 F,Arcadia, KS,410
11770,45.42 F,Arcadia, SC,"3,123"
15945,43.14 F,Arcadia, MO,773
20480,41.05 F,Arcadia, OH,639
21335,40.75 F,Arcadia, IN,"1,276"
27182,37.70 F,Arcadia, MI,244
27296,37.64 F,Arcadia, PA,0
27426,37.55 F,Arcadia, IA,563
28982,36.71 F,Arcadia, WI,"2,953"
31411,35.16 F,Arcadia, NE,360
6353,50.19 F,Arcadia Lakes, SC,876
18686,41.87 F,Arcadia University, PA,623
21513,40.68 F,Arcanum, OH,"2,309"
13266,44.53 F,Arcata, CA,"17,679"
17623,42.34 F,Arch Cape, OR,0
31668,35.00 F,Archbald, PA,"7,053"
26180,38.27 F,Archbold, OH,"4,374"
10634,46.33 F,Archdale, NC,"11,322"
2080,57.01 F,Archer, FL,"1,105"
27528,37.48 F,Archer, NE,62
31691,34.98 F,Archer, IA,121
5741,50.94 F,Archer City, TX,"1,619"
7670,49.08 F,Archer Lodge, NC,"4,441"
3801,53.50 F,Archibald, LA,0
13434,44.44 F,Archie, MO,"1,339"
33850,33.34 F,Arco, MN,91
37276,27.68 F,Arco, ID,"1,018"
1359,59.89 F,Arcola, TX,"1,964"
4264,52.85 F,Arcola, MS,337
11936,45.34 F,Arcola, MO,45
15878,43.17 F,Arcola, IL,"3,017"
17147,42.57 F,Arcola, VA,182
19596,41.44 F,Arcola, PA,0
23161,40.00 F,Arcola, IN,0
38001,7.33 F,Arctic Village, AK,118
22418,40.35 F,Ardara, PA,0
15891,43.17 F,Arden, NC,0
18027,42.14 F,Arden, DE,516
23436,39.88 F,Arden, NY,0
32761,34.33 F,Arden Hills, MN,"9,700"
11827,45.39 F,Arden On The Severn, MD,"2,245"
7660,49.09 F,Arden-Arcade, CA,"92,844"
18033,42.14 F,Ardencroft, DE,221
18026,42.14 F,Ardentown, DE,289
30941,35.44 F,Ardenvoir, WA,0
7180,49.48 F,Ardmore, OK,"24,877"
10014,46.94 F,Ardmore, TN,"1,182"
10019,46.94 F,Ardmore, AL,"1,511"
18426,41.99 F,Ardmore, PA,"12,867"
36874,28.88 F,Ardoch, ND,79
17937,42.18 F,Ardsley, NY,"4,519"
18563,41.93 F,Ardsley On Hudson, NY,0
30600,35.67 F,Aredale, IA,70
31212,35.28 F,Arena, WI,807
28164,37.13 F,Arenas Valley, NM,"1,025"
19377,41.55 F,Arendtsville, PA,994
19416,41.53 F,Arenzville, IL,317
19565,41.46 F,Argenta, IL,972
27673,37.39 F,Argentine, MI,"2,345"
19910,41.28 F,Argillite, KY,0
7248,49.41 F,Argo, AL,"4,127"
11971,45.31 F,Argonia, KS,585
36848,28.95 F,Argonne, WI,188
23194,39.99 F,Argos, IN,"1,783"
35936,30.57 F,Argusville, ND,394
3306,54.29 F,Argyle, FL,0
3588,53.87 F,Argyle, GA,240
4948,51.88 F,Argyle, TX,"3,449"
12394,45.03 F,Argyle, MO,135
18124,42.10 F,Argyle, IA,0
27976,37.23 F,Argyle, MI,0
29318,36.51 F,Argyle, WI,813
30899,35.46 F,Argyle, NY,318
36896,28.82 F,Argyle, MN,536
14723,43.72 F,Arial, SC,"2,739"
17066,42.61 F,Ariel, WA,0
34371,32.76 F,Arimo, ID,319
26886,37.91 F,Arion, IA,139
1176,60.52 F,Aripeka, FL,152
25263,38.78 F,Arispe, IA,46
23225,39.98 F,Aristes, PA,319
31376,35.18 F,Aristocrat Ranchettes, CO,"1,492"
4196,52.96 F,Ariton, AL,720
7699,49.07 F,Arivaca, AZ,635
5062,51.76 F,Arivaca Junction, AZ,848
3096,54.67 F,Arizona City, AZ,"9,573"
1703,58.13 F,Arizona Village, AZ,737
15944,43.14 F,Arjay, KY,508
9181,47.65 F,Ark, VA,0
5173,51.64 F,Arkabutla, MS,0
7600,49.14 F,Arkadelphia, AR,"10,703"
4457,52.57 F,Arkansas City, AR,543
11450,45.67 F,Arkansas City, KS,"12,316"
31491,35.11 F,Arkansaw, WI,169
33433,33.84 F,Arkdale, WI,166
22629,40.26 F,Arkoe, MO,84
7686,49.08 F,Arkoma, OK,"1,954"
28852,36.78 F,Arkport, NY,785
32717,34.36 F,Arkville, NY,0
31866,34.88 F,Arlee, MT,610
7363,49.32 F,Arley, AL,453
2959,54.82 F,Arlington, TX,"375,305"
3335,54.24 F,Arlington, AZ,38
3484,53.97 F,Arlington, GA,"1,200"
4636,52.33 F,Arlington, AL,0
6238,50.30 F,Arlington, TN,"11,623"
9517,47.36 F,Arlington, KY,383
13344,44.49 F,Arlington, VA,"220,173"
13886,44.19 F,Arlington, KS,503
14877,43.65 F,Arlington, WA,"18,370"
19464,41.50 F,Arlington, IN,471
21711,40.61 F,Arlington, OH,"1,467"
24558,39.28 F,Arlington, NE,"1,187"
26344,38.19 F,Arlington, IL,180
27562,37.46 F,Arlington, MA,"43,728"
28173,37.13 F,Arlington, OR,563
29056,36.67 F,Arlington, NY,"4,033"
30324,35.86 F,Arlington, IA,557
30836,35.51 F,Arlington, WI,829
30855,35.49 F,Arlington, CO,0
32073,34.75 F,Arlington, MN,"2,196"
32189,34.68 F,Arlington, VT,"1,311"
33686,33.54 F,Arlington, SD,"1,010"
36996,28.52 F,Arlington, WY,33
14548,43.82 F,Arlington Heights, OH,985
14894,43.64 F,Arlington Heights, WA,"2,827"
26278,38.23 F,Arlington Heights, IL,"75,577"
27529,37.48 F,Arlington Heights, MA,0
29411,36.45 F,Arlington Heights, PA,"5,392"
11169,45.89 F,Arma, KS,"1,484"
27369,37.58 F,Armada, MI,"2,012"
25808,38.47 F,Armagh, PA,102
23502,39.85 F,Armbrust, PA,0
21350,40.75 F,Armington, IL,359
35045,31.78 F,Arminto, WY,0
6789,49.82 F,Armona, CA,"3,531"
17342,42.47 F,Armonk, NY,"4,535"
6922,49.73 F,Armorel, AR,0
29471,36.42 F,Armour, SD,902
987,61.36 F,Armstrong, TX,0
6547,50.02 F,Armstrong, OK,193
16336,42.96 F,Armstrong, MO,318
21962,40.51 F,Armstrong, IL,0
30857,35.49 F,Armstrong, IA,924
36704,29.31 F,Armstrong Creek, WI,0
9531,47.35 F,Armuchee, GA,0
1792,57.69 F,Arnaudville, LA,"1,238"
36274,30.13 F,Arnegard, ND,245
14572,43.81 F,Arnett, OK,504
17802,42.24 F,Arnett, WV,0
11816,45.40 F,Arnold, MD,"23,131"
12321,45.08 F,Arnold, MO,"21,020"
12358,45.06 F,Arnold, CA,"2,728"
21792,40.58 F,Arnold, PA,"5,090"
24212,39.46 F,Arnold, KS,0
31596,35.04 F,Arnold, NE,550
35889,30.63 F,Arnold, MI,0
37127,28.16 F,Arnold, MN,"3,002"
11024,46.02 F,Arnold Afb, TN,0
20687,40.98 F,Arnold City, PA,609
3840,53.45 F,Arnold Line, MS,"2,533"
32195,34.68 F,Arnolds Park, IA,"1,109"
19637,41.43 F,Arnoldsburg, WV,0
6975,49.69 F,Arnoldsville, GA,554
31009,35.40 F,Arnot, PA,400
26747,37.99 F,Arock, OR,0
18433,41.98 F,Aroda, VA,0
23125,40.02 F,Aroma Park, IL,624
9854,47.09 F,Aromas, CA,"2,677"
22710,40.22 F,Arona, PA,368
3708,53.70 F,Arp, TX,857
6373,50.18 F,Arpelar, OK,276
34463,32.62 F,Arpin, WI,353
14848,43.66 F,Arrey, NM,393
33334,33.93 F,Arriba, CO,186
10333,46.63 F,Arrington, TN,0
15705,43.25 F,Arrington, VA,850
12608,44.91 F,Arrow Point, MO,136
15615,43.29 F,Arrow Rock, MO,38
37499,26.80 F,Arrowhead Springs, WY,22
21826,40.56 F,Arrowsmith, IL,344
406,63.62 F,Arroyo Colorado Estates Colonia, TX,579
345,64.10 F,Arroyo Gardens, TX,415
10641,46.32 F,Arroyo Grande, CA,"17,536"
36913,28.76 F,Arroyo Hondo, NM,303
37438,27.08 F,Arroyo Seco, NM,"1,408"
4753,52.14 F,Art, TX,0
35767,30.80 F,Artas, SD,6
24879,39.06 F,Artemas, PA,0
15510,43.32 F,Artemus, KY,610
2690,55.34 F,Artesia, CA,"16,698"
5224,51.57 F,Artesia, MS,398
12194,45.17 F,Artesia, NM,"11,494"
1578,58.81 F,Artesia Wells, TX,0
32214,34.67 F,Artesian, SD,124
15101,43.52 F,Arthur, TN,0
16849,42.73 F,Arthur, IL,"2,448"
28639,36.90 F,Arthur, IA,161
31272,35.23 F,Arthur, NE,167
36366,30.02 F,Arthur, ND,362
5584,51.16 F,Arthur City, TX,0
20780,40.95 F,Arthurdale, WV,0
16323,42.96 F,Artie, WV,0
9286,47.57 F,Artois, CA,194
16676,42.81 F,Artondale, WA,"13,089"
33665,33.58 F,Arvada, CO,"109,800"
35777,30.79 F,Arvada, WY,46
10756,46.24 F,Arverne, NY,0
36406,29.97 F,Arvilla, ND,0
5218,51.58 F,Arvin, CA,"20,028"
13944,44.15 F,Arvonia, VA,0
16541,42.87 F,Ary, KY,0
10870,46.14 F,Asbury, MO,152
22847,40.15 F,Asbury, NJ,225
24760,39.13 F,Asbury, WV,0
27262,37.66 F,Asbury, IA,"4,848"
1775,57.78 F,Asbury Lake, FL,"8,165"
14145,44.03 F,Asbury Park, NJ,"15,933"
34029,33.14 F,Ascutney, VT,449
6012,50.52 F,Ash, NC,0
12003,45.28 F,Ash Flat, AR,"1,230"
25872,38.45 F,Ash Fork, AZ,767
12352,45.07 F,Ash Grove, MO,"1,421"
17277,42.50 F,Asharoken, NY,552
25557,38.63 F,Ashaway, RI,"1,307"
3284,54.32 F,Ashburn, GA,"3,935"
15618,43.29 F,Ashburn, MO,32
17694,42.30 F,Ashburn, VA,"47,484"
32836,34.28 F,Ashburnham, MA,0
32656,34.39 F,Ashby, MA,0
33963,33.22 F,Ashby, NE,0
34913,31.94 F,Ashby, MN,473
16190,43.02 F,Ashcamp, KY,0
5542,51.21 F,Ashdown, AR,"4,611"
8814,48.06 F,Asheboro, NC,"25,573"
7259,49.41 F,Asher, OK,409
17613,42.35 F,Asher, KY,0
1538,59.11 F,Asherton, TX,"1,254"
22673,40.24 F,Asherville, KS,28
14657,43.76 F,Asheville, NC,"85,783"
27248,37.66 F,Ashfield, PA,0
33110,34.10 F,Ashfield, MA,0
3728,53.66 F,Ashford, AL,"2,273"
16838,42.74 F,Ashford, WV,0
20817,40.94 F,Ashford, WA,280
30284,35.90 F,Ashford, CT,0
29076,36.66 F,Ashippun, WI,284
23164,40.00 F,Ashkum, IL,807
4137,53.03 F,Ashland, LA,279
6275,50.25 F,Ashland, CA,"23,360"
6745,49.85 F,Ashland, OK,24
7400,49.29 F,Ashland, MS,493
7676,49.08 F,Ashland, AL,"2,494"
12567,44.94 F,Ashland, VA,"7,264"
12671,44.88 F,Ashland, NJ,"8,260"
13135,44.60 F,Ashland, MO,"3,796"
18363,42.02 F,Ashland, IL,"1,200"
18877,41.79 F,Ashland, KS,798
19756,41.37 F,Ashland, KY,"21,551"
22152,40.45 F,Ashland, OH,"20,421"
23251,39.97 F,Ashland, PA,"2,780"
24200,39.47 F,Ashland, NE,"2,479"
25456,38.67 F,Ashland, OR,"20,412"
27274,37.65 F,Ashland, MA,0
30827,35.52 F,Ashland, NY,0
35208,31.53 F,Ashland, WI,"8,167"
35240,31.49 F,Ashland, MT,851
35450,31.21 F,Ashland, NH,"1,359"
37308,27.57 F,Ashland, ME,737
10976,46.05 F,Ashland City, TN,"4,643"
32856,34.28 F,Ashland Heights, SD,622
12526,44.96 F,Ashley, IL,505
16246,42.99 F,Ashley, MO,86
22474,40.33 F,Ashley, OH,"1,152"
24969,38.99 F,Ashley, IN,"1,255"
28670,36.88 F,Ashley, MI,501
29644,36.29 F,Ashley, PA,"2,765"
36149,30.29 F,Ashley, ND,744
30358,35.83 F,Ashley Falls, MA,0
8131,48.73 F,Ashley Heights, NC,337
15613,43.29 F,Ashmore, IL,870
23714,39.74 F,Ashtabula, OH,"18,819"
13143,44.60 F,Ashton, MD,0
16296,42.97 F,Ashton, WV,0
26693,38.02 F,Ashton, IL,947
29977,36.10 F,Ashton, NE,186
32529,34.47 F,Ashton, IA,417
34880,31.98 F,Ashton, SD,164
37526,26.57 F,Ashton, ID,"1,100"
13140,44.60 F,Ashton-Sandy Spring, MD,"5,555"
33130,34.09 F,Ashuelot, NH,0
7687,49.07 F,Ashville, AL,"2,225"
19964,41.25 F,Ashville, OH,"4,130"
23174,39.99 F,Ashville, NY,0
28455,37.00 F,Ashville, PA,182
33408,33.86 F,Ashwaubenon, WI,"17,065"
31195,35.30 F,Ashwood, OR,0
8810,48.07 F,Askewville, NC,224
36603,29.51 F,Askov, MN,371
28317,37.07 F,Asotin, WA,"1,420"
37423,27.14 F,Aspen, CO,"6,700"
12772,44.82 F,Aspen Hill, MD,"51,603"
37343,27.50 F,Aspen Park, CO,780
30319,35.86 F,Aspen Springs, CA,54
8436,48.43 F,Aspermont, TX,976
19398,41.53 F,Aspers, PA,404
21399,40.72 F,Aspinwall, PA,"2,794"
27079,37.79 F,Aspinwall, IA,25
15549,43.31 F,Assaria, KS,560
9277,47.57 F,Assawoman, VA,0
22819,40.16 F,Assonet, MA,0
16156,43.04 F,Assumption, IL,"1,266"
1274,60.20 F,Astatula, FL,"1,736"
17956,42.18 F,Aston, PA,0
1228,60.40 F,Astor, FL,"1,444"
16121,43.05 F,Astoria, OR,"9,503"
18203,42.07 F,Astoria, NY,0
20820,40.94 F,Astoria, IL,"1,141"
33926,33.25 F,Astoria, SD,161
22907,40.11 F,Atalissa, IA,401
11810,45.40 F,Atascadero, CA,"28,792"
1699,58.15 F,Atascocita, TX,"69,470"
1778,57.77 F,Atascosa, TX,0
16946,42.68 F,Atchison, KS,"10,920"
11347,45.75 F,Atco, NJ,0
29420,36.44 F,Aten, NE,58
18119,42.10 F,Atglen, PA,"1,507"
18057,42.13 F,Athalia, OH,356
24203,39.46 F,Athelstan, IA,45
36306,30.09 F,Athelstane, WI,0
19911,41.28 F,Athena, OR,"1,053"
3830,53.46 F,Athens, TX,"12,782"
4033,53.18 F,Athens, LA,280
7564,49.16 F,Athens, GA,0
8077,48.79 F,Athens, AL,"23,335"
10392,46.57 F,Athens, TN,"13,603"
19070,41.70 F,Athens, IL,"1,996"
19858,41.31 F,Athens, WV,"1,062"
23585,39.80 F,Athens, IN,0
23651,39.77 F,Athens, OH,"24,151"
25847,38.46 F,Athens, MI,"1,071"
29853,36.17 F,Athens, NY,"1,432"
30063,36.05 F,Athens, PA,"3,344"
35704,30.88 F,Athens, WI,"1,008"
36153,30.28 F,Athens, ME,0
7244,49.42 F,Athens-Clarke County Unified Government, GA,"118,514"
5898,50.68 F,Atherton, CA,"7,034"
17142,42.57 F,Athol, KY,0
25876,38.44 F,Athol, KS,55
32402,34.54 F,Athol, ID,751
33030,34.15 F,Athol, MA,"8,340"
34248,32.90 F,Athol, NY,0
24784,39.12 F,Athol Springs, NY,0
8550,48.33 F,Atkins, AR,"3,044"
22942,40.09 F,Atkins, VA,"1,167"
27408,37.55 F,Atkins, IA,"1,812"
5869,50.72 F,Atkinson, NC,319
