Rank,Crime Index,City,State,Population
9359,323,New Providence, NJ,"12,314"
9360,323,Yarrow Point, WA,"1,081"
9361,323,Montville, NJ,0
9362,323,Lincoln, MA,0
9363,322,Kingston Springs, TN,"2,759"
9364,322,White Stone, VA,395
9365,322,Rye Brook, NY,"9,456"
9366,322,Waverly, IL,"1,237"
9367,322,Belvidere, NJ,"2,647"
9368,322,Ramona, OK,503
9369,322,Erie, CO,"19,305"
9370,321,Philmont, NY,"1,364"
9371,321,Ridgewood, NJ,"25,270"
9372,321,Lexington, MA,"32,306"
9373,320,Oakland, PA,"1,414"
9374,320,Comer, GA,"1,320"
9375,320,Jenkintown, PA,"4,441"
9376,319,Rolling Hills, CA,"1,689"
9377,319,Ferndale, PA,"1,559"
9378,319,Pepper Pike, OH,"6,079"
9379,319,Madison, CT,0
9380,319,Luxemburg, WI,"2,557"
9381,319,Deerfield, IL,"18,476"
9382,319,Grantham, NH,0
9383,318,Canby, MN,"1,837"
9384,318,Albany, MN,"2,599"
9385,317,New Site, AL,807
9386,317,Bainbridge, NY,"1,337"
9387,317,Hopedale, IL,"1,018"
9388,317,Stoneboro, PA,"1,016"
9389,317,Saint Charles, MN,"3,716"
9390,316,Tioga, PA,653
9391,316,Bellaire, MI,943
9392,316,Hoboken, GA,663
9393,316,Waynesville, OH,"2,896"
9394,316,Norwood, LA,286
9395,315,New Bloomfield, MO,830
9396,315,Willow Springs, IL,"5,692"
9397,315,Summerville, GA,"4,442"
9398,314,Rossville, KS,"1,015"
9399,314,Minco, OK,"1,423"
9400,314,Glencoe, IL,"8,824"
9401,314,Superior, NE,"1,965"
9402,314,Rexburg, ID,"26,301"
9403,313,Carmel, NY,0
9404,313,Mountainside, NJ,"6,765"
9405,313,Far Hills, NJ,"1,101"
9406,312,Wink, TX,"1,073"
9407,312,Barrington Hills, IL,"3,653"
9408,312,Potomac, IL,728
9409,312,Ashley, PA,"2,765"
9410,312,Tompkinsville, KY,"2,177"
9411,312,Merrimack, NH,0
9412,311,Camden, OH,"2,264"
9413,311,Owenton, KY,"1,721"
9414,311,Holyrood, KS,332
9415,311,Kildeer, IL,"3,917"
9416,311,Kiowa, KS,"1,117"
9417,311,Ridgefield, NJ,"11,191"
9418,311,Warner, NH,484
9419,311,Old Westbury, NY,"4,599"
9420,310,Ellijay, GA,"1,579"
9421,310,Rosendale, NY,0
9422,310,Eliot, ME,0
9423,310,Hopatcong, NJ,"14,921"
9424,310,Oliver, PA,"2,964"
9425,310,Plainsboro, NJ,0
9426,310,Hillsborough, NJ,0
9427,310,Canaan, VT,414
9428,309,Sherrill, NY,"3,072"
9429,309,Arp, TX,857
9430,308,Ridge Farm, IL,836
9431,308,Hardin, MO,609
9432,308,Strafford, NH,0
9433,308,Thiensville, WI,"3,198"
9434,308,Campbellsport, WI,"1,906"
9435,308,Reading, MI,"1,244"
9436,308,Berlin, MA,0
9437,308,Franconia, PA,0
9438,307,Highland Village, TX,"15,589"
9439,307,Lookout Mountain, GA,"1,756"
9440,307,Scarsdale, NY,"17,471"
9441,306,Mammoth Spring, AR,"1,034"
9442,306,Strathmoor Village, KY,687
9443,306,Gilberts, IL,"7,256"
9444,306,Garden Ridge, TX,"3,514"
9445,306,King City, MO,949
9446,306,Reese, MI,"1,590"
9447,305,Glasford, IL,"1,018"
9448,305,Lake Bluff, IL,"5,867"
9449,305,Raymond, IL,732
9450,304,Franklin Lakes, NJ,"10,726"
9451,304,Caneyville, KY,628
9452,304,Rockport, ME,0
9453,304,Indian Point, MO,555
9454,304,Croton On Hudson, NY,"8,168"
9455,303,Lynnview, KY,881
9456,303,Westford, MA,0
9457,303,Palos Park, IL,"4,919"
9458,303,Trimble, MO,637
9459,303,Mountain Lake, MN,"2,175"
9460,302,Cleona, PA,"2,248"
9461,302,Bartlett, IL,"41,529"
9462,302,Yardley, PA,"2,324"
9463,302,Bergenfield, NJ,"27,157"
9464,302,Lewisport, KY,"1,656"
9465,302,Chatham, NJ,"9,000"
9466,302,Salyersville, KY,"1,791"
9467,302,Mclean, IL,841
9468,302,Danvers, IL,"1,117"
9469,302,Cape Vincent, NY,647
9470,301,Mars, PA,"1,460"
9471,301,Nelson, GA,"1,306"
9472,301,Edmore, MI,"1,219"
9473,300,Bradford, NH,388
9474,300,Clay, NY,0
9475,299,La Plata, MO,"1,446"
9476,299,Cornwall, NY,0
9477,299,Donegal, PA,178
9478,299,Roseland, NJ,"5,835"
9479,299,Marion, PA,"1,050"
9480,299,Mcmechen, WV,"1,686"
9481,299,Greenwich, CT,"13,221"
9482,299,Laguna Woods, CA,"16,302"
9483,298,Lyndon, KS,"1,080"
9484,298,Willisville, IL,425
9485,296,New Era, MI,562
9486,296,Pinehurst, NC,"15,052"
9487,296,Grundy, VA,"1,063"
9488,295,Witt, IL,775
9489,295,Georgetown, MA,0
9490,295,Marengo, IA,"2,502"
9491,295,Needham, MA,"29,540"
9492,295,Avis, PA,"1,732"
9493,295,Polk City, IA,"3,770"
9494,295,River Bend, NC,"3,151"
9495,294,Aberdeen, ID,"2,047"
9496,294,Maybrook, NY,"3,022"
9497,294,Newtown, CT,"2,027"
9498,294,Clarksburg, TN,475
9499,294,Seligman, MO,"1,099"
9500,294,Addis, LA,"4,004"
9501,293,Elida, OH,"1,783"
9502,293,Florham Park, NJ,"11,820"
9503,293,Erick, OK,921
9504,293,Mequon, WI,"23,300"
9505,293,Medway, MA,0
9506,292,Richland, MI,858
9507,291,Homer Glen, IL,"24,322"
9508,291,Lanagan, MO,498
9509,291,Turtle Creek, PA,"5,335"
9510,291,Pineview, GA,592
9511,291,Perry, MO,664
9512,291,Dublin, PA,"2,158"
9513,290,Caraway, AR,"1,182"
9514,290,Somerset, MI,0
9515,290,Smiths Grove, KY,706
9516,290,Medicine Park, OK,212
9517,289,Centerville, PA,211
9518,289,North Berwick, ME,"1,588"
9519,289,Stockton, KS,"1,311"
9520,288,La Grange Park, IL,"13,624"
9521,288,Medford Lakes, NJ,"4,138"
9522,288,Ashland, NE,"2,479"
9523,288,Holden, MA,0
9524,287,Meyersdale, PA,"1,975"
9525,287,Cambridge, IL,"2,189"
9526,287,Buffalo Grove, IL,"41,613"
9527,287,Cornwall On Hudson, NY,"2,998"
9528,287,Red Level, AL,367
9529,287,Sunapee, NH,0
9530,286,Brewster, NY,"2,350"
9531,286,Plainfield, PA,238
9532,286,Simsbury, CT,0
9533,286,Bridgewater, VA,"5,812"
9534,285,Colwich, KS,"1,368"
9535,285,Zilwaukee, MI,"1,699"
9536,284,Stow, MA,0
9537,284,Clarkson, KY,"1,007"
9538,284,Topsfield, MA,"2,983"
9539,283,Pound Ridge, NY,0
9540,283,Duvall, WA,"7,185"
9541,283,Vernon, VT,0
9542,283,Blossburg, PA,"1,595"
9543,281,Lebanon, NJ,"1,765"
9544,281,Island Heights, NJ,"1,710"
9545,281,Echo, MN,325
9546,281,Earlington, KY,"1,596"
9547,281,Ardsley, NY,"4,519"
9548,281,Oakland, NJ,"12,914"
9549,281,Shepherdstown, WV,"1,632"
9550,280,Elburn, IL,"5,733"
9551,280,Durand, WI,"1,755"
9552,279,Tenafly, NJ,"14,672"
9553,279,Huntley, IL,"25,200"
9554,279,Lake In The Hills, IL,"28,926"
9555,279,Madison, MN,"1,559"
9556,279,Ringwood, NJ,"12,320"
9557,279,Millry, AL,535
9558,278,Ashland, IL,"1,200"
9559,278,Munroe Falls, OH,"5,037"
9560,278,Hampton, IA,"4,402"
9561,278,Edinburg, IL,"1,065"
9562,278,Gideon, MO,"1,021"
9563,278,Richfield, OH,"3,661"
9564,278,Hugoton, KS,"3,903"
9565,277,Granville, MA,0
9566,277,Augusta, MI,870
9567,277,Sherwood, ND,233
9568,277,Wayland, NY,"1,806"
9569,277,Stony Point, NY,"12,854"
9570,277,Duxbury, MA,"1,197"
9571,277,Kent, NY,0
9572,276,Darien, CT,"21,190"
9573,275,Barryton, MI,392
9574,275,Norwood, NY,"1,498"
9575,275,West Leechburg, PA,"1,345"
9576,275,Joliet, MT,578
9577,275,Midland Park, NJ,"7,229"
9578,275,Gagetown, MI,368
9579,275,Wells, MN,"2,451"
9580,274,Bronxville, NY,"6,378"
9581,274,Clifton, TN,"2,684"
9582,274,Science Hill, KY,715
9583,274,Waldwick, NJ,"9,808"
9584,273,Parker, TX,"3,974"
9585,273,Randolph, NJ,0
9586,272,Bethune, SC,308
9587,272,Powell, OH,"12,012"
9588,272,Wayland, KY,377
9589,271,Sherman, IL,"4,016"
9590,271,North Enid, OK,950
9591,271,Clay, PA,"1,886"
9592,270,Lamoure, ND,946
9593,270,Lykens, PA,"1,631"
9594,270,Hudson, OH,"22,351"
9595,270,Boonsboro, MD,"3,452"
9596,270,Buchanan, NY,"2,330"
9597,270,Terra Alta, WV,"1,676"
9598,270,Andover, NJ,677
9599,269,Macungie, PA,"3,106"
9600,269,Linton, ND,"1,114"
9601,268,Ogdensburg, NJ,"2,348"
9602,268,Corder, MO,366
9603,268,Livermore, KY,"1,330"
9604,268,Valley View, TX,"1,027"
9605,268,Campobello, SC,505
9606,267,Norton, MA,0
9607,267,Manhattan, IL,"7,017"
9608,267,Van Buren, ME,"1,999"
9609,267,Texhoma, OK,894
9610,266,North Oaks, MN,"4,617"
9611,266,Suffern, NY,"10,864"
9612,266,Saint Marys, WV,"1,910"
9613,265,Spring Arbor, MI,"2,795"
9614,265,Sleepy Hollow, NY,"10,002"
9615,265,Port Allegany, PA,"2,120"
9616,264,Norfolk, MA,0
9617,264,Cochranton, PA,"1,265"
9618,264,Bedford, NY,"2,248"
9619,263,Norvell, MI,0
9620,263,North Haledon, NJ,"8,478"
9621,263,Bethesda, OH,"1,536"
9622,263,Stillwater, NJ,0
9623,262,Hancock, NH,209
9624,262,Whitehall, PA,"13,931"
9625,261,Horse Cave, KY,"2,138"
9626,261,Glade Spring, VA,"1,792"
9627,261,Ruma, IL,382
9628,261,Howardville, MO,353
9629,261,Clarkston, MI,0
9630,260,Armagh, PA,102
9631,260,Eaton, CO,"4,570"
9632,260,Frackville, PA,"3,775"
9633,259,Woodcliff Lake, NJ,"5,785"
9634,259,Jones Creek, TX,"2,335"
9635,258,Maysville, MO,"1,040"
9636,258,Buena Vista, CO,"2,675"
9637,258,Brookings, SD,"22,645"
9638,257,Kinnelon, NJ,"10,349"
9639,257,Waterville, OH,"5,499"
9640,257,Ransom Canyon, TX,"1,411"
9641,256,New Canaan, CT,0
9642,256,Strum, WI,972
9643,255,Medfield, MA,"5,964"
9644,255,Badin, NC,"1,608"
9645,255,Fair Haven, NJ,"6,093"
9646,255,Stockertown, PA,"1,057"
9647,254,Delaware, NJ,86
9648,254,Murrysville, PA,"20,171"
9649,254,Adams, NY,"1,612"
9650,254,Reminderville, OH,"3,630"
9651,253,Bancroft, MI,660
9652,253,Weston, MA,0
9653,253,Moweaqua, IL,"1,793"
9654,253,Oradell, NJ,"8,080"
9655,253,Whispering Pines, NC,"3,023"
9656,253,Hardinsburg, KY,"2,371"
9657,253,Bayside, WI,"4,479"
9658,252,Dry Ridge, KY,"2,315"
9659,252,Mount Olive, IL,"2,085"
9660,252,Pingree Grove, IL,"5,062"
9661,252,Worthington, KY,"1,391"
9662,252,North Baltimore, OH,"3,577"
9663,252,Vandling, PA,717
9664,252,Ashton, IL,947
9665,251,Belmond, IA,"2,391"
9666,251,Clark, SD,"1,039"
9667,251,Copake, NY,0
9668,251,Sibley, LA,"1,381"
9669,251,Sleepy Hollow, IL,"3,336"
9670,250,Indian River Shores, FL,"3,980"
9671,250,West Union, WV,"1,177"
9672,250,Crossville, AL,"2,201"
9673,250,Dover, MA,"2,249"
9674,250,Capon Bridge, WV,393
9675,250,Pilot Knob, MO,704
9676,250,Lindenhurst, IL,"14,412"
9677,250,Rouses Point, NY,"2,336"
9678,249,Presidio, TX,"4,237"
9679,249,Warsaw, VA,"1,229"
9680,249,Hamilton, NY,"4,070"
9681,249,Gates Mills, OH,"2,250"
9682,248,Floral Park, NY,"16,190"
9683,248,Columbia City, OR,"2,351"
9684,248,New Milford, NJ,"16,524"
9685,248,Eden, NY,"3,214"
9686,248,Interlaken, NY,638
9687,247,Phippsburg, ME,0
9688,247,Palouse, WA,"1,092"
9689,246,Saint Joseph, MN,"6,694"
9690,246,Grafton, WV,"5,179"
9691,246,Waterbury, VT,"1,914"
9692,246,Harrisville, WV,"2,194"
9693,245,Brownton, MN,738
9694,245,Buckingham, PA,0
9695,244,Zionsville, IN,"24,559"
9696,244,Langhorne Manor, PA,"1,446"
9697,244,Emerson, NE,800
9698,244,Lookout Mountain, TN,"1,878"
9699,244,Marlinton, WV,"1,039"
9700,244,Ben Avon Heights, PA,362
9701,244,Orford, NH,0
9702,243,Goshen, MA,0
9703,243,Endeavor, WI,464
9704,243,Closter, NJ,"8,519"
9705,243,Brimfield, MA,0
9706,242,Holliston, MA,0
9707,242,Grosse Ile, MI,"10,118"
9708,241,South Bound Brook, NJ,"4,585"
9709,241,Oregon, MO,905
9710,241,O'neill, NE,"3,686"
9711,241,Bedminster, NJ,0
9712,241,Fowler, OH,0
9713,241,New London, NH,"1,470"
9714,240,Campton, KY,522
9715,240,Rockford, AL,537
9716,240,Charlemont, MA,0
9717,240,La Grange, TN,104
9718,240,Chatham, VA,987
9719,240,Emerson, NJ,"7,538"
9720,240,Chester, NY,"3,943"
9721,239,Sharon, MA,"6,010"
9722,239,Madeira, OH,"8,801"
9723,239,Pennington, NJ,"2,588"
9724,239,Parkston, SD,"1,781"
9725,238,Palo Alto, PA,"1,066"
9726,238,Clinton, MA,"7,488"
9727,238,Wayne, WV,"2,032"
9728,237,Northville, NY,"1,112"
9729,237,Greenville, KY,"4,442"
9730,237,Omega, GA,"1,346"
9731,236,Wyckoff, NJ,"16,836"
9732,236,Altamont, NY,"1,609"
9733,235,Grafton, OH,"6,145"
9734,235,Calipatria, CA,"7,599"
9735,235,Franklin Park, PA,"13,882"
9736,235,Riverwoods, IL,"3,792"
9737,234,Warren, NJ,0
9738,234,Saddle River, NJ,"3,176"
9739,234,North Caldwell, NJ,"6,407"
9740,234,Clarks Summit, PA,"5,101"
9741,233,Grundy Center, IA,"2,704"
9742,233,Fort Kent, ME,"2,468"
9743,233,Heritage Creek, KY,"1,114"
9744,232,Georgetown, LA,421
9745,232,Barnesville, OH,"4,115"
9746,231,Sodus Point, NY,"1,093"
9747,231,Kirtland, OH,"6,838"
9748,230,Roscoe, TX,"1,431"
9749,230,Port Washington, NY,"15,847"
9750,230,Birmingham, PA,105
9751,230,Webb, AL,"1,342"
9752,230,Marcellus, NY,"1,700"
9753,230,Jenkins, KY,"2,314"
9754,230,Groveland, MA,0
9755,229,Fairview, WV,435
9756,229,Epps, LA,"1,165"
9757,229,Stanley, ND,"1,944"
9758,229,Hebron, IN,"3,714"
9759,229,Baltimore, OH,"2,970"
9760,229,Meridian, TX,"1,692"
9761,228,Stonewall, MS,"1,348"
9762,228,Sackets Harbor, NY,"1,434"
9763,228,Mendham, NJ,"5,008"
9764,228,Germantown, IL,"1,142"
9765,228,Bonneauville, PA,"1,937"
9766,228,Cashion, OK,704
9767,228,Poland, OH,"2,728"
9768,227,Polk, PA,829
9769,227,Glen Rock, NJ,"11,784"
9770,227,Calhoun, KY,934
9771,227,Brecksville, OH,"13,543"
9772,227,Rockport, MA,"4,832"
9773,226,West Point, NE,"3,340"
9774,226,Mount Pulaski, IL,"1,257"
9775,225,Canterbury, NH,0
9776,225,Whitesburg, KY,"1,832"
9777,225,West Kittanning, PA,"1,287"
9778,224,Edgar, WI,"1,561"
9779,224,West Brownsville, PA,909
9780,224,Selby, SD,800
9781,223,Mullens, WV,"2,020"
9782,223,Hillsdale, NJ,"10,381"
9783,223,Lahoma, OK,665
9784,223,Malin, OR,712
9785,223,Bernardsville, NJ,"7,766"
9786,222,Chalfont, PA,"4,052"
9787,222,Austin, PA,545
9788,222,Ho Ho Kus, NJ,"4,125"
9789,222,Brentwood, MD,"3,107"
9790,222,Tatamy, PA,"1,015"
9791,221,Cheswick, PA,"1,723"
9792,221,Southborough, MA,0
9793,221,Combined Locks, WI,"3,407"
9794,221,La Crescent, MN,"4,871"
9795,220,Colchester, IL,"1,391"
9796,220,Hildale, UT,"2,894"
9797,219,Oxford, NJ,"1,082"
9798,219,Upper Saddle River, NJ,"8,304"
9799,219,Monterey, MA,0
9800,218,Monongah, WV,"1,029"
9801,218,Smithton, PA,374
9802,218,Salem, IN,"6,264"
9803,218,Becker, MN,"4,626"
9804,218,Harpersville, AL,"1,836"
9805,217,Riverside, PA,286
9806,217,Livonia, LA,"1,561"
9807,217,Waite Hill, OH,441
9808,217,Sadieville, KY,286
9809,216,Shinglehouse, PA,979
9810,214,Redding, CT,0
9811,214,Sugar Notch, PA,953
9812,213,Spring Lake Heights, NJ,"4,691"
9813,213,Woodbine, NJ,"2,605"
9814,213,Lake Forest, IL,"18,914"
9815,212,Montvale, NJ,"8,000"
9816,212,Saint John, ND,361
9817,212,Minster, OH,"2,933"
9818,211,Adairville, KY,"1,150"
9819,211,Berkeley Heights, NJ,"13,312"
9820,211,Hawley, PA,"1,282"
9821,211,Cairo, NY,"1,341"
9822,210,Burkesville, KY,"1,459"
9823,210,Fletcher, OK,"1,059"
9824,209,New Market, TN,"1,214"
9825,209,Little River, KS,564
9826,209,Ortonville, MN,"2,002"
9827,209,Northvale, NJ,"4,725"
9828,208,Ninnekah, OK,990
9829,208,Sparta, NJ,0
9830,208,Pineville, MO,958
9831,208,Melrose, NM,727
9832,208,Channahon, IL,"12,422"
9833,208,Canajoharie, NY,"2,192"
9834,207,Viborg, SD,862
9835,207,Aleppo, PA,0
9836,207,Cattaraugus, NY,"1,042"
9837,206,Burlington, ND,"1,315"
9838,206,Hopkins, MI,654
9839,206,Mahwah, NJ,0
9840,206,Miller, SD,"1,494"
9841,206,Tuckahoe village, NY,"6,559"
9842,206,Upper Saint Clair, PA,"19,303"
9843,205,Linesville, PA,940
9844,205,Edmonton, KY,"1,665"
9845,204,Centre Island, NY,418
9846,204,Haxtun, CO,899
9847,204,Saxonburg, PA,"1,481"
9848,204,Gettysburg, SD,"1,225"
9849,204,Houston, PA,"1,239"
9850,204,Northfield, KY,934
9851,203,Millis, MA,0
9852,203,Oley, PA,"1,282"
9853,203,Teutopolis, IL,"1,863"
9854,203,Kirkland, IL,"1,791"
9855,202,Saint Henry, OH,"2,603"
9856,202,Wilton, CT,0
9857,202,Hunter, NY,531
9858,201,Hopkinton, MA,"2,509"
9859,201,Kinross, MI,0
9860,201,Bristol, VT,"1,871"
9861,201,East Bank, WV,928
9862,201,Eagleville, TN,684
9863,200,Skaneateles, NY,"2,513"
9864,200,Lewisburg, KY,800
9865,200,Brunson, SC,479
9866,200,Davisboro, GA,"2,022"
9867,199,Elkhorn City, KY,855
9868,199,Marthasville, MO,"1,416"
9869,199,Risco, MO,320
9870,199,Seven Hills, OH,"11,735"
9871,199,Nortonville, KY,"1,162"
9872,198,Mannington, WV,"1,961"
9873,198,Califon, NJ,"1,245"
9874,197,Hillsboro, WI,"1,412"
9875,197,Waterloo, IL,"10,102"
9876,197,Colorado City, AZ,"4,816"
9877,197,Ottawa, OH,"4,426"
9878,197,Howe, OK,758
9879,196,Mortons Gap, KY,958
9880,196,Mckee, KY,972
9881,196,Demarest, NJ,"4,929"
9882,195,Shiremanstown, PA,"1,606"
9883,195,Readstown, WI,409
9884,195,Ord, NE,"2,364"
9885,195,Poca, WV,"1,048"
9886,195,Villa Hills, KY,"7,359"
9887,195,Orland Hills, IL,"7,252"
9888,195,Sudbury, MA,0
9889,194,Kingston, IL,"1,029"
9890,194,Valders, WI,"1,042"
9891,194,Hawesville, KY,"1,111"
9892,194,Spring Grove, MN,"1,262"
9893,194,Chenequa, WI,536
9894,193,Lebo, KS,887
9895,192,Park Ridge, NJ,"8,763"
9896,192,Winchester, KS,527
9897,192,Fairgrove, MI,488
9898,191,Tolar, TX,"1,109"
9899,191,Groton, MA,939
9900,190,Clarendon Hills, IL,"8,548"
9901,190,Indian Lake, PA,413
9902,190,Attapulgus, GA,545
9903,190,Double Oak, TX,"2,951"
9904,190,Glasgow, VA,"1,258"
9905,190,Midville, GA,223
9906,189,Alpine, NJ,"1,710"
9907,188,Stanford, IL,603
9908,188,Elgin, ND,588
9909,188,Trempealeau, WI,"1,698"
9910,187,Plainview, MN,"3,297"
9911,187,Easton, CT,0
9912,187,Broadview Heights, OH,"19,309"
9913,187,Oxford, MD,524
9914,186,Westfield, PA,"1,182"
9915,186,Highlandville, MO,"1,114"
9916,186,Niangua, MO,491
9917,185,Black River, NY,"1,374"
9918,185,Benton, KS,"1,013"
9919,185,Grantfork, IL,393
9920,184,Centerfield, UT,"1,257"
9921,184,Frederica, DE,"1,085"
9922,184,Walsh, CO,703
9923,183,Winfield, IL,"9,368"
9924,183,East Bangor, PA,"1,233"
9925,183,Deephaven, MN,"3,741"
9926,183,Wayland, MA,0
9927,183,Weston, CT,0
9928,182,Glen Park, NY,505
9929,182,Lake Winnebago, MO,"1,297"
9930,181,Nissequogue, NY,"1,692"
9931,181,Lennox, SD,"2,155"
9932,181,Portland, PA,523
9933,181,Western Springs, IL,"13,066"
9934,181,Taylor, AL,"2,995"
9935,180,Bellefonte, KY,747
9936,180,Brewster, OH,"2,500"
9937,180,North Hudson, WI,"3,776"
9938,179,Hatfield, MA,"1,420"
9939,179,Denmark, WI,"2,172"
9940,179,Scribner, NE,"1,043"
9941,178,Bradford, OH,"1,708"
9942,178,Exeter, MO,867
9943,177,Blandinsville, IL,695
9944,177,Irvington, KY,"1,098"
9945,177,Gifford, IL,923
9946,176,Campton Hills, IL,"10,908"
9947,176,Benwood, WV,"1,286"
9948,176,Norborne, MO,723
9949,176,Mifflin, PA,577
9950,176,Mountain City, GA,767
9951,175,Coaldale, PA,156
9952,175,Orion, IL,"1,957"
9953,175,New Hope, TN,902
9954,174,Albany, KY,"1,743"
9955,174,Hurstbourne Acres, KY,"1,611"
9956,173,Lockwood, MO,"1,062"
9957,173,Rivesville, WV,"1,095"
9958,173,Barnsdall, OK,"1,244"
9959,173,Berlin, GA,565
9960,173,Bargersville, IN,"6,324"
9961,173,Powells Crossroads, TN,"1,645"
9962,172,Wheaton, MO,725
9963,172,South Park Township, PA,"13,492"
9964,172,Weston, WV,"4,088"
9965,172,Old Monroe, MO,268
9966,172,Bendersville, PA,741
9967,171,Moreland Hills, OH,"3,305"
9968,171,Saint Paul, NE,"2,289"
9969,170,North Prairie, WI,"2,284"
9970,170,Lyndonville, VT,"1,260"
9971,170,Brandon, SD,"9,350"
9972,170,Franklin, MA,"31,247"
9973,169,Darlington, PA,379
9974,169,Tower City, PA,"1,278"
9975,169,Millville, PA,989
9976,169,Brownville, NY,922
9977,169,Rankin, IL,418
9978,168,New Berlin, PA,937
9979,167,Carlisle, MA,0
9980,167,Junction City, KY,"2,575"
9981,166,Cresskill, NJ,"8,669"
9982,166,Oakes, ND,"1,937"
9983,166,Wayne, IL,"2,445"
9984,166,Maple Park, IL,"1,366"
9985,166,Malta, IL,"1,115"
9986,166,Bloomfield, KY,"1,038"
9987,166,Greenwich, OH,"1,316"
9988,165,Cohocton, NY,"1,094"
9989,165,Blue River, CO,645
9990,164,Byesville, OH,"2,504"
9991,164,Freedom, WI,0
9992,164,Boxford, MA,"2,228"
9993,163,Chesterfield, NJ,0
9994,163,Carrington, ND,"1,944"
9995,163,Burton, OH,"1,224"
9996,163,Ganado, TX,"1,888"
9997,163,Edgar Springs, MO,244
9998,163,Ringtown, PA,654
9999,163,Foley, MO,108
10000,163,New Haven, WV,"1,414"
10001,162,Laceyville, PA,426
10002,161,New Castle, KY,"1,117"
10003,161,Millbrook, NY,"1,510"
10004,160,Sleepy Eye, MN,"3,530"
10005,160,Norwood, NJ,"5,769"
10006,160,O'donnell, TX,982
10007,159,Ferguson, KY,"1,036"
10008,159,Chesterfield, MA,0
10009,159,Lamar, PA,623
10010,159,Remington, VA,499
10011,158,Jordan, NY,"1,390"
10012,158,Clayton, IL,651
10013,158,Chesapeake, WV,"1,469"
10014,158,New Salem, MA,0
10015,158,Bull Valley, IL,"1,202"
10016,157,Wiggins, CO,962
10017,157,Lakewood, IL,"4,411"
10018,156,Wales, MA,0
10019,156,Lloyd Harbor, NY,"3,684"
10020,156,Stonewood, WV,"1,962"
10021,155,Butler, KY,513
10022,154,Jena, LA,"3,396"
10023,154,Huntington Bay, NY,"1,441"
10024,154,Pine Plains, NY,"1,481"
10025,154,Ulster, PA,0
10026,154,Stamping Ground, KY,691
10027,154,Cheshire, MA,571
10028,154,Patoka, IL,597
10029,153,Thompson, ND,"1,163"
10030,152,Carsonville, MI,494
10031,151,Bethlehem, WV,"2,616"
10032,150,Youngstown, NY,"2,002"
10033,149,Asharoken, NY,552
10034,148,Sankertown, PA,655
10035,148,Old Tappan, NJ,"5,835"
10036,148,Cecil, PA,0
10037,148,Nelson, PA,0
10038,147,Pleasant Plains, IL,892
10039,146,Jessup, PA,"4,650"
10040,145,Caspian, MI,790
10041,145,Pemberville, OH,"1,521"
10042,145,Walnut Creek, NC,962
10043,144,Atkinson, NH,0
10044,144,Jennerstown, PA,681
10045,144,Inverness, IL,"7,516"
10046,142,Leeds, UT,939
10047,142,Bellevue, MI,"1,304"
10048,141,Smithton, IL,"3,706"
10049,141,Victoria, KS,"1,129"
10050,141,Waverly, KS,587
10051,141,Irwinton, GA,708
10052,140,White Sulphur Springs, WV,"2,504"
10053,140,Rosebud, MO,378
10054,139,Broadway, VA,"3,748"
10055,139,Stillwater, NY,"1,880"
10056,138,Napoleonville, LA,615
10057,137,Meade, KS,"1,604"
10058,136,Harrisville, PA,953
10059,136,Sands Point, NY,"2,718"
10060,135,Cashton, WI,"1,034"
10061,135,Crowell, TX,811
10062,135,Irvington, NY,"6,506"
10063,134,Andale, KS,879
10064,133,Moriah, NY,0
10065,133,Lexington, IL,"2,213"
10066,133,Marquand, MO,325
10067,132,Perryville, KY,969
10068,132,Pewee Valley, KY,"1,431"
10069,132,Great Neck Estates, NY,"2,791"
10070,132,Watauga, TN,360
10071,131,Duboistown, PA,"1,243"
10072,131,Osseo, MN,"2,480"
10073,129,Dennison, OH,"2,749"
10074,129,Easton, IL,345
10075,129,Centerville, SD,758
10076,129,Springer, NM,"1,188"
10077,129,Malverne, NY,"8,544"
10078,128,Strasburg, MO,120
10079,127,Wardensville, WV,253
10080,127,Haworth, NJ,"3,419"
10081,126,Royalton, PA,"1,054"
10082,125,Mansfield, PA,"3,582"
10083,124,Bessemer, PA,"1,220"
10084,123,Woodhull, IL,"1,076"
10085,123,La Center, KY,"1,030"
10086,123,Fessenden, ND,539
10087,123,Trenton, KY,393
10088,123,Eastborough, KS,728
10089,123,Highland Lake, AL,468
10090,122,Merriam Woods, MO,"1,812"
10091,121,Hill, NH,0
10092,121,Bruce, MS,"1,675"
10093,121,Hawthorn Woods, IL,"7,727"
10094,120,Colman, SD,685
10095,120,Oyster Bay Cove, NY,"2,165"
10096,120,Condon, OR,606
10097,120,Chebanse, IL,"1,140"
10098,119,Prospect, KY,"4,774"
10099,119,Summit Hill, PA,"3,002"
10100,119,Rushford, NY,307
10101,119,Washburn, IL,"1,022"
10102,118,Buda, IL,671
10103,117,Wayne, PA,0
10104,117,Briarcliff Manor, NY,"7,783"
10105,115,Pisgah, AL,802
10106,114,Fox Chapel, PA,"5,397"
10107,114,West Blocton, AL,"1,566"
10108,113,Sunbright, TN,541
10109,113,Pennsboro, WV,"1,244"
10110,113,Kenmare, ND,"1,027"
10111,112,Port Carbon, PA,"1,884"
10112,111,Rib Lake, WI,"1,025"
10113,111,Rural Retreat, VA,"1,631"
10114,110,Ansted, WV,"1,593"
10115,110,Rosslyn Farms, PA,445
10116,110,Occoquan, VA,861
